Sample	-247.5	-242.5	-237.5	-232.5	-227.5	-222.5	-217.5	-212.5	-207.5	-202.5	-197.5	-192.5	-187.5	-182.5	-177.5	-172.5	-167.5	-162.5	-157.5	-152.5	-147.5	-142.5	-137.5	-132.5	-127.5	-122.5	-117.5	-112.5	-107.5	-102.5	-97.5	-92.5	-87.5	-82.5	-77.5	-72.5	-67.5	-62.5	-57.5	-52.5	-47.5	-42.5	-37.5	-32.5	-27.5	-22.5	-17.5	-12.5	-7.5	-2.5	2.5	7.5	12.5	17.5	22.5	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5	137.5	142.5	147.5	152.5	157.5	162.5	167.5	172.5	177.5	182.5	187.5	192.5	197.5	202.5	207.5	212.5	217.5	222.5	227.5	232.5	237.5	242.5	247.5
Nac_Sal_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4008.0	61209.0	66384.0	70265.0	70628.0	70556.0	70549.0	69157.0	65865.0	61454.0	55104.0	46686.0	39082.0	31169.0	25367.0	19890.0	16410.0	13614.0	11931.0	10643.0	9564.0	8679.0	7957.0	7350.0	6763.0	6197.0	5567.0	5340.0	4856.0	4366.0	4292.0	3718.0	3403.0	3231.0	2951.0	2555.0	2543.0	2264.0	2075.0	1946.0	1783.0	1666.0	1492.0	1322.0	1228.0	1197.0	1109.0	983.0	932.0	842.0	758.0	727.0	642.0	601.0	538.0	456.0	433.0	421.0	380.0	349.0	349.0	343.0	282.0	286.0	224.0	237.0	214.0	174.0	164.0	155.0	151.0	116.0	136.0	128.0	101.0	96.0	105.0	88.0	95.0	73.0	76.0
Nac_Sal_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2550.0	42196.0	47126.0	49380.0	51347.0	50699.0	52553.0	52090.0	53696.0	52878.0	54455.0	53264.0	54157.0	50953.0	50429.0	44577.0	41892.0	33441.0	28115.0	20353.0	15423.0	11071.0	8726.0	7186.0	6384.0	5709.0	5165.0	4720.0	4343.0	3890.0	3842.0	3246.0	2979.0	2724.0	2346.0	2187.0	1980.0	1807.0	1609.0	1504.0	1385.0	1249.0	1129.0	1038.0	957.0	840.0	810.0	733.0	626.0	588.0	545.0	503.0	407.0	384.0	324.0	351.0	294.0	248.0	228.0	271.0	223.0	184.0	174.0	176.0	145.0	128.0	102.0	97.0	90.0	103.0	85.0	71.0	59.0	73.0	46.0	42.0	53.0	41.0	34.0	41.0	40.0
Nac_Sal_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2385.0	32526.0	37312.0	41387.0	41896.0	41955.0	42617.0	42778.0	42895.0	43059.0	42549.0	42647.0	41257.0	39853.0	40059.0	36426.0	35644.0	31880.0	29243.0	25467.0	21449.0	18786.0	16324.0	14305.0	12352.0	10786.0	9859.0	9596.0	9105.0	9397.0	13775.0	7083.0	7450.0	6975.0	6161.0	5958.0	4921.0	4593.0	4300.0	4144.0	3879.0	4124.0	3590.0	3298.0	3049.0	2692.0	2702.0	2402.0	2429.0	2273.0	2047.0	1751.0	1641.0	1449.0	1416.0	1501.0	1221.0	1109.0	1050.0	1124.0	934.0	871.0	774.0	764.0	777.0	644.0	618.0	560.0	549.0	548.0	440.0	422.0	352.0	381.0	384.0	324.0	299.0	280.0	268.0	242.0	255.0
Nac_Sal_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2236.0	43530.0	47779.0	48594.0	49049.0	48452.0	47665.0	47571.0	45883.0	44950.0	43074.0	41601.0	39191.0	37060.0	34086.0	31335.0	28364.0	25325.0	23026.0	20296.0	18795.0	17073.0	16074.0	15042.0	13859.0	13060.0	12208.0	11319.0	10609.0	9576.0	9462.0	8268.0	7687.0	7018.0	6499.0	5883.0	5307.0	5224.0	4609.0	4209.0	3830.0	3489.0	3244.0	2899.0	2708.0	2388.0	2286.0	2016.0	1881.0	1756.0	1608.0	1475.0	1268.0	1202.0	1110.0	1033.0	951.0	844.0	763.0	763.0	643.0	622.0	581.0	508.0	484.0	484.0	436.0	355.0	351.0	316.0	273.0	288.0	269.0	222.0	199.0	180.0	183.0	171.0	146.0	161.0	132.0
Nac_Sal_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3107.0	50390.0	55820.0	60502.0	60213.0	60184.0	59452.0	59498.0	58190.0	57277.0	55682.0	53206.0	51625.0	47269.0	44626.0	39144.0	35125.0	28066.0	23048.0	16858.0	12579.0	8747.0	6694.0	5467.0	4529.0	4013.0	3764.0	3217.0	3038.0	2639.0	3304.0	2052.0	1907.0	1721.0	1530.0	1402.0	1281.0	1155.0	1057.0	912.0	815.0	771.0	704.0	627.0	557.0	523.0	464.0	466.0	368.0	294.0	293.0	276.0	247.0	210.0	194.0	180.0	168.0	152.0	126.0	126.0	103.0	88.0	74.0	67.0	79.0	61.0	43.0	51.0	56.0	52.0	38.0	38.0	35.0	25.0	36.0	24.0	29.0	18.0	12.0	15.0	24.0
Nac_Sal_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2810.0	50536.0	54970.0	55639.0	55567.0	54875.0	53845.0	52589.0	51196.0	49438.0	47035.0	44682.0	41656.0	39221.0	35935.0	32288.0	28914.0	25045.0	21529.0	18740.0	16289.0	14449.0	13052.0	11911.0	10653.0	9920.0	9090.0	8328.0	7675.0	7074.0	6874.0	5804.0	5385.0	4913.0	4276.0	4102.0	3601.0	3339.0	3049.0	2730.0	2519.0	2283.0	2160.0	1830.0	1732.0	1517.0	1518.0	1304.0	1185.0	1083.0	987.0	881.0	832.0	729.0	726.0	632.0	622.0	447.0	432.0	451.0	382.0	375.0	369.0	340.0	301.0	249.0	238.0	246.0	171.0	186.0	168.0	157.0	173.0	142.0	107.0	106.0	104.0	94.0	70.0	84.0	69.0
Nac_Sal_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1888.0	39780.0	43757.0	44326.0	44864.0	45353.0	45313.0	44949.0	45162.0	45118.0	44340.0	43846.0	41729.0	40736.0	38463.0	35791.0	33410.0	29535.0	26428.0	22668.0	20312.0	17583.0	16065.0	14323.0	13123.0	11839.0	10936.0	10114.0	9319.0	8722.0	10753.0	7786.0	7190.0	6864.0	6640.0	5954.0	5199.0	4778.0	4577.0	3973.0	3571.0	3381.0	3276.0	2536.0	2726.0	2140.0	2226.0	1919.0	1846.0	1653.0	1492.0	1371.0	1286.0	1209.0	1050.0	967.0	857.0	810.0	720.0	810.0	663.0	581.0	505.0	506.0	408.0	443.0	441.0	354.0	306.0	313.0	301.0	257.0	238.0	228.0	214.0	182.0	170.0	140.0	133.0	135.0	106.0
Nac_Sal_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2480.0	43018.0	47816.0	49113.0	49977.0	49430.0	49724.0	48881.0	48833.0	47632.0	46923.0	45916.0	44260.0	41951.0	40346.0	36601.0	34754.0	29814.0	26007.0	21355.0	18155.0	15062.0	13357.0	12093.0	10831.0	10115.0	9163.0	8735.0	8233.0	7513.0	8481.0	6461.0	5644.0	5238.0	4813.0	4185.0	3907.0	3578.0	3198.0	2849.0	2661.0	2338.0	2175.0	1998.0	1833.0	1617.0	1517.0	1350.0	1327.0	1149.0	1006.0	931.0	791.0	743.0	692.0	673.0	623.0	513.0	518.0	422.0	474.0	426.0	364.0	415.0	335.0	319.0	292.0	228.0	240.0	200.0	151.0	167.0	142.0	165.0	149.0	132.0	119.0	119.0	96.0	92.0	96.0
Nac_oxy_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2992.0	45667.0	50881.0	54468.0	55631.0	55594.0	56755.0	56895.0	57987.0	57171.0	57955.0	56582.0	56451.0	51879.0	50264.0	44102.0	39917.0	30850.0	25017.0	18023.0	13192.0	9060.0	6887.0	5656.0	4546.0	3992.0	3565.0	3224.0	2700.0	2230.0	3343.0	1691.0	1418.0	1297.0	1156.0	1031.0	878.0	813.0	693.0	625.0	602.0	529.0	417.0	403.0	360.0	305.0	281.0	283.0	206.0	206.0	189.0	136.0	130.0	139.0	95.0	111.0	77.0	83.0	65.0	75.0	47.0	59.0	39.0	38.0	46.0	44.0	31.0	41.0	32.0	29.0	25.0	25.0	24.0	16.0	20.0	16.0	24.0	14.0	10.0	13.0	14.0
